artist_popularity,followers,genres,id,name
22,2513,[],1ICLYRvDbaXOGR17fhTQKq,Ali Arnoos
42,1585,"['latin', 'tropical']",2AwxAHULVspHSlffbyOSg3,Lorna
35,16193,"['brazilian hip hop', 'brazilian soul', 'mpb', 'samba']",23E2hrdvZnKUYpNZRIxhjx,Cassiano
38,3725,['deep christian rock'],34ZMg5ojlqNAPlWyeYxqcu,The Choir
30,1969,[],4ZbFpxbORhzU78ve8e62Ej,Tasha
17,30,[],1fIXYnOvlxESOGPL3l10YK,Zaid Al Habeb
32,1804,[],5VyXOfvTQljStUXx1coETY,Robledo
34,3574,"['funk das antigas', 'rock gaucho']",6cV66nwEmSQpSEgfcTGHyg,Defalla
41,10144,['candy pop'],0KaOODqnbHxMIZ3qUH5F5n,Leigh Nash
33,2593,[],20OiMsBZdt90bBuku33KaO,Lola Monroe
20,877,['iraqi pop'],4Ul7ukXkZ7GNTzJIxJ82tu,Naser Albhar
30,1339,['deep swedish hip hop'],0xz4qcJAttwdoIDkWrzuqm,Dennis Doff
40,50289,"['destroy techno', 'electro house', 'filter house']",0ZurilbRp6KwW6dpaw4pEK,Brodinski
13,20,['alternative ccm'],4hzncR3bbFYdfpXJNj8Wej,United Generation
14,119,[],65WY4FYb0bM3xaYbtt8jt0,ON / OFF / ON
24,2332,"['iraqi pop', 'khaliji']",3iX3u05C7iDjzRM9F9tTrX,علي جاسم و مصطفي العبدالله
13,94,[],5fwT4bnrbBWuSmL3FOjlxb,Mårdha
42,784,[],7B6Uk58O2DVfg1xZPKEp4n,Malik Harris
26,553,"['christian indie', 'dutch singer-songwriter']",5bgGMUpIwOBbINB3Q2071R,Redeemed
25,546,['christian pop'],2n2zrJvvOxdEIdumy0FrwA,ØM-53
28,4254,"['iraqi pop', 'khaliji']",748f0zL5X2KNapx8K93SUq,Saif Amer
29,2264,['neo-psychedelic'],6SWl2Mc004ez0QE3IdET2H,SEND MEDICINE
24,785,['instrumental funk'],1HRRQ8QMdzMuV0Mkz0cvCV,Too Funk Project
20,1614,['christian indie'],5EyO92HtVsLJWvGclcp0QK,Holly Ann
21,158,['alternative ccm'],2t40riPUnb3uogM98mgx3f,Asaph
14,68,['iraqi pop'],3g17YPLSCKOfbOmcdthYFA,Bo Ateej
25,582,['neo-psychedelic'],0LVkiEQZaCHTjndtKhJpz7,Noir Disco
24,49,[],1jQMlh0HhuPNmL4I3BJsM9,Justin Humphries
47,6293,[],6ZdfgM3lZ3ikEPsH0GJV4x,Z
16,325,['alternative ccm'],3NKBDc14Jypc6sayDalfMW,Brothers X Sisters
61,347,[],7rVA45AaxEEetdqc9NngiJ,Remo
36,4857,"['indie garage rock', 'portland indie', 'preverb']",0CbJ7vhSBVagdeLhNcf9v1,Reptaliens
44,12737,"['acid jazz', 'afrobeat', 'bboy', 'funk', 'instrumental funk', 'nu jazz', 'soul']",20ztaBo1Ap1UXnF0HpOX44,Speedometer
0,4,[],5gPvFld7e7EBvIDywhsxgR,"Amitabh Bachchan, Sonu Nigam, Remo Fernandes"
54,13519,[],5NjUjtjtkzZqRuWFdspT1K,King Chip
19,786,[],0IC33OwRdtKqDPWHETlVqZ,Obscenity
24,2675,['instrumental funk'],7lis4nJqfPm4jTXZdfAJDy,Funk Off
33,4,[],1u7UyJYINv9uQo6jATVYtm,Dabruk
29,4894,['regional mexican pop'],4lDM5AuvfIMACSOsUbw7cJ,Alex Inda
23,225,[],4jn5rzkxz3KR5eIMAfwu0J,"Chiky Bom Bom ""La Pantera"""
31,11977,"['brutal death metal', 'death metal', 'deathgrind', 'swedish death metal', 'technical brutal death metal', 'technical death metal']",3op8jh8NUpjo5xypJHNbfp,Soreption
43,18224,['strut'],71WL5bNm5jPPpwpDcW3Icj,Bob the Drag Queen
29,3113,"['happy hardcore', 'hardcore techno']",6AKtmHSdAp7YUr6Z5IK9Mk,Hakkuhbar
49,78722,"['mariachi', 'norteno', 'ranchera']",0eeAs1exNZKyZNSFTVYInV,Las Jilguerillas
26,1173,[],4f2Ufl11ApKbmtl4n19smy,Beecher's Fault
18,1828,"['german metal', 'melodic death metal']",2xwnUhfz23A6eKoA0UOI7p,Fragments Of Unbecoming
33,10520,['strut'],5sNf4pPJimYJ0Qg8nipo5a,Tatianna
45,33084,['comedy'],6emrXi84Xjdb8YcEm82XEZ,George Lopez
18,5,[],3I6yh4FFlsKwrAeJ1aBOrj,Tatjana Simic
21,722,"['anthem worship', 'uk worship']",1f4Ai5lRAeK0wameps1zqU,Ian Yates
23,338,[],5BZqfxKIw13LQYbVcN1l67,Ulfven
18,1210,['strut'],0kRRHgP7Ng7ZKOKKxeYZkC,Raja
0,8,[],1po8tBQfbTCd9rxsuHe00r,Tobi Tobi
23,3141,[],09UxXSXASuJcfJEGw2a5Sw,Bruce Bruce
33,11725,"['christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'deep christian rock']",6hEEx3i7dFghLzg2R3RAsr,Kevin Max
24,5654,['grisly death metal'],4Rh3NPxVMADeaSIduAsykN,Skeletal Remains
42,21666,"['bmore', 'lgbtq+ hip hop', 'trap queen']",0S05AeePINj4CeTVMfysIu,Rye Rye
24,240,['swedish soul'],480UGEDSBSZMNnZv5pbM3Z,Linn & Freddie
35,15302,[],4mfImR7GM7aMubah2rvlbB,Psaiko.Dino
34,57,[],4C6TISSamBzAsCwWl4UYiz,Cody Lee
29,4342,"['dark black metal', 'swedish death metal']",0D5ly26kWmFNj6cbzIpJn7,LIK
8,118,[],0l9oh06r4qAPI9jvwIJW5k,Veda
37,11282,"['norwegian gospel', 'swedish soul']",7cI6JpPjdbp5dB1cGTxp94,Samuel Ljungblahd
33,239,[],0UNEG0iNmvVyGgrB4YhHjD,Them There
41,25,[],3DPBVk2CE9Tr0AAEEq19iB,Wynter
15,741,[],6gOyqseWJ3xjjq3FlUGc94,Nonexist
6,33,[],75vZOGwJ58QiuywQbcqcSD,Regina
22,721,['swedish soul'],1n5bJedLOqoOtSh5eAhoo9,Addis Black Widow
36,4217,[],35fF6CkBMBkqoebE4lc3GY,Tom Leeb
4,66,[],6WnsAaxCUGsAVmFejgAnFl,"Kishore Kumar, Manna Dey"
14,8,[],29PWFPX0Cpaz0LBEKwADkN,Mikael Stanne
32,250,[],43pUXOxmWXFRsVr9rZzhoT,"Benny Dayal, Pritam & Shalmali Kholgade"
34,6870,"['swedish jazz', 'swedish soul']",563fbLxFoPNypwvAbgNPhd,Rebecka Törnqvist
30,334,[],5eimYDLgDuehAYQhr3SP16,Olivia Grace
32,62,[],2gCzfpk7P1t6yYKVLuC62G,SOLESTONES
14,18,[],3ef3UQbx17Ict6Auxkducx,Chris Amott
0,0,[],4Q9Cclj2T52Fea7msNddwp,Kay Kay Menon
36,148,[],3uZBQTgmsSZi75OTQJzYKu,Swing
34,644,[],23IElvkLV6fHJJ6CQap96H,David Zincke
43,15522,[],6CpNuq0rsIj6Il313E6lKL,Kimberose
16,422,[],649oVPxpYFLQwrlWsAASiC,FREITOT
49,78915,"['brill building pop', 'classic soul', 'motown', 'quiet storm', 'soul', 'southern soul']",0hF0PwB04hnXfYMiZWfJzy,Jimmy Ruffin
40,22293,"['swedish pop', 'swedish soul']",2MRmHQ6G4vEIIlMYbMLlQ5,Salem Al Fakir
51,253,[],5jx1ZcYEEgdi86Gzc4T7Jq,Nitti
23,1334,[],3vkoJYTS0dkxrsrpAVPrTb,Alex Martinez
15,377,[],0hb3TgFHjscmfzqzaTP8sX,Demonbreed
39,358,['atmosphere'],1tkEL3kkz3cp0QnCPKuomr,Golgon Kami
45,19072,['swedish soul'],58jXqrbY8mAk006MNu3NCv,XOV
49,397,[],4tAhhPPEWcszcMjhYROUvx,Lea
33,62,[],2e28tOJGCLOJQBYNhGkxat,Robinson Damián
29,5859,"['deep folk metal', 'folk metal', 'german metal', 'viking metal']",1PAbtuWk6jScTI9ImsDC8C,Nothgard
17,4519,['brazilian hip hop'],2aPCjzfki5HgFLrse785FT,Mc Soffia
37,13719,['vallenato'],20atSGIEvROfpnloxbI3KJ,Rafa Perez
29,3048,['vallenato'],4qEt6as18e0gfRvzbHYO4Z,Mario Fuscaldo
18,768,[],1mMjympxpu2uFZjVisDRa0,Bola Corrales
26,3422,"['post-doom metal', 'voidgaze', 'voidgrind']",1JsmMPIpC3NY8JUcUj8AbU,Outer Heaven
21,1136,['brazilian hip hop'],69qkC8x2DGT4yjuwXNFQPf,Cris Snj
31,40920,['vallenato'],1fGyfOQwyXQgEPePzrFQ63,Los K Morales
12,58,[],1dL9Ddr4dLpMPBGG230l6v,Carolina Celedon
24,4929,['vallenato'],1IqauaQSq3bdqfX8zaD9cC,Penchy Castro
31,17559,"['brutal death metal', 'death metal', 'deathgrind', 'melodic death metal', 'technical death metal']",7j1diUTtFReVVJxSQG3veO,Arsis
32,830,[],6EErJIzXBBSWY7MkH3OaYY,King
18,2,[],4ZLAwlxoTTUwLXDVyyb825,Carlos Mario Ramirez
32,39778,['vallenato'],3t4QqzE7i62nLJ6nsAEswx,Luifer Cuello
38,891,[],0fCRMqA18mcwhcf5Rng0VF,Gogo Ras
61,38459,"['dutch hip hop', 'dutch pop']",1a4DIEh9pp70HzDHgyjioB,Latifah
15,325,['ranchera'],7B2ODoRt6T3YnjEqs0qp1D,La Florecita
40,179652,['vallenato'],2w1UJL5kYJJkvjo71fQjOB,Jean Carlos Centeno
24,5050,['vallenato'],6p3dHVR4QmMBWRDjGEGtw4,Iván Ovalle
12,4,[],0AAFjvGFVnBqs85PXiMAvb,Aivan Beatz
26,479,[],3ibCz6zRxB2znkpUmyHhw5,Fit Kids Allstars
53,37755,['german pop'],0nSloWzkGWXwj1v8nOI0Ma,Teesy
28,5805,"['gauze pop', 'swedish soul']",5QpXKWRjxAVZlmn5trAa16,Naomi Pilgrim
22,2265,[],6Xiry0W18NKRSiFwXi4zjV,Karen Lizarazo
48,17835,['reggaeton flow'],47G4aZmzN6mRtKCSoLoNDM,Endo
38,5154,[],7BZ3v2GTT5KHVmc9Gk1sRb,Koo Koo Kanga Roo
40,867,[],51x8QGMdryJqQYFUlpYGDP,TIMUR
15,203,['swedish soul'],5DOJGEc5kAUxjbIDIr46g9,Awa Manneh
25,10,[],6tiRwsuega5ughhQTyta7A,Alfonso Zuleta
22,516,['trap mexicano'],4xfZnRMSGaNr3zZ9VG4oGG,Jozue
17,166,['violin'],3E9iCSZEjVj8nA8k1vCz0o,Tai Murray
14,6,[],3JRebVEgBiaQIeOliuE8A3,Mic Mulee
52,58926,"['hyphy', 'west coast rap']",1sPpJhevOYz54gNgeh2LaV,Keak Da Sneak
44,18417,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",39QjUR6m5slbxO36zayaMq,Twenty 4 Seven
36,19,[],1eqPXlE2sSBqKF50vw7YvE,Matthew Hagle
26,2566,['canadian folk'],2bCchS6Y3bKQjIK3MNFrx7,Justin Rutledge
39,4656,"['swedish indie pop', 'swedish soul']",0Pv1zES3REvZ4OuYrW2tGc,Duvchi
16,4794,[],5k863ZBt4xV8lVCESSyJTc,Aden Ray
48,25722,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']",59jv1JLa4XNxXg7uxd04Nu,E-Rotic
9,82,[],1N7c4uJaPfKzG0FJurbosz,Jennifer Frautschi
12,23,[],13vGPMHjEc5xzTS1utb4Ph,Dom Louis
26,32,[],6w1pnc2JM9S2KO1dPhljbh,O Frenético Dancin' Days
33,2488,[],60uus5jXLZ6fArMHuqpQoR,Jevetta Steele
42,35052,"['garage pop', 'garage rock', 'indie garage rock', 'punk blues']",4n0gvapwYbRpzU5Ov68B6P,The King Khan & BBQ Show
39,18911,"['classical performance', 'violin']",2AL02x65Azh5v7Drur4KNp,Maxim Vengerov
20,28,[],6FI0XUIwoS0nG6hleI7rXd,Joseph Mihalcean
31,967,['trap queen'],0ce3UlXwNzZPkj78XYLE7V,Ayanis
17,636,['swedish soul'],3BPktHwC5e5TFIb937WROA,Stonefunkers
12,46,[],4ClQlVnSfxWrpKOQkkbI37,Ahmed Satar
43,25004,"['classical performance', 'violin']",7yaBUcdjmqPP2vIv6F5bFD,Jascha Heifetz
20,4,[],3G0PD8yguBPyXpdNZ4U4vn,Joseph Marchand
18,122,['brazilian soul'],4PewTL6uM8X07AmZL2A8Bi,Os Filhos dos Caras
35,1974,[],63xIVHz3HtaoAYSUhk9cWZ,Beatriz Gonzalez
17,5180,"['arab pop', 'iraqi pop', 'khaliji']",46Sxlik2WoOIXPh9FWyoGE,Hussam Al Rassam
26,67,[],4mQ67fEpKmmbIIevY8m58T,Dora Schwarzberg
36,13960,['canadian pop'],1mAp4DKDRBkEn272c014zU,Andrew Allen
33,8487,['brazilian soul'],4nlkuVUlkYrNMORAQ42fav,Claudio Zoli
43,61558,"['mariachi', 'ranchera']",6gIehxc3KkKZYb4ktiuQ04,Chayito Valdez
16,156,[],54VYSL4BAzbQCWqDs2AUZ9,Abbas Alameer
18,95,[],1ZTLow1ztyd43FGdEMVZHw,Katya Apekisheva
14,25,[],07mLd8XCCPrdH2I2K04VpU,Hunter Sheridan
14,236,['brazilian soul'],2F5zlhFKAA1PuxsFIQzPot,Jorge Ailton
44,5263,['nyc rap'],4JhbRL6zaItAyzqx4gHTqz,22Gz
10,0,[],7J6pBn3HEZdJcSxMw3GBFV,Ali Karday
18,292,['violin'],4Z6lM7VSKeMQlkJg45UMTy,Lydia Mordkovitch
10,92,[],7bDlecJgszpuKdRQ0TayMA,Jacob Bihun
14,1576,['brazilian soul'],0IVFb2BEbIsxxhtKw3Yyus,Janine Mathias
22,394,[],16msWAQnQ3L2GIIWPSVcfL,Felix Räuber
12,107,['iraqi pop'],3DtwCKEzh2F3jEZwke5V7F,Bo 3atej
18,411,[],4E4J9xRzeExDw9AnGqOXqN,Ulf Wallin
21,1499,[],5fGpCXlgIw7hwujucmyNTD,Christina Martin
23,1277,['brazilian soul'],0gN9IlyfLBbCxNfcRk7CvK,Márcio Local
43,3473,"['english indie rock', 'kent indie']",16oEz0ihXl8elwxOS0YMNF,APRE
7,327,[],1m6hyKEwFQqixazaQtlQln,وسام المهندس
22,443,[],2CmmI8FKwKlv9SRUEYwXw6,Isabelle van Keulen
36,8316,"['canadian indie', 'deep new americana']",0gpd8R84x5pZaGi5tgZdKc,Royal Wood
23,7163,"['brazilian indie', 'brazilian soul', 'rock gaucho']",7wJGwp76IcWzKRDsrudqLd,Garotas Suecas
22,415,['australian electropop'],1WmfPrn44xhtZMi1F2iHH7,Resin Moon
26,926,['indiecoustica'],5fuNHncNSPS8kNTSDzxlvJ,Clemency
17,165,[],0IaciBSS1GF5SuqWKzM5wA,Angela Chun
19,78,[],24SMi1KK3MZjJOOywAeI3X,Kane Miller
16,1837,['brazilian soul'],29tedC4EMxXY737sgmnWDJ,Os Opalas
22,380,[],6mh2LDgF9Q4H8T0pgWykaU,Dustin Bentall
13,18,[],2kUteYW6PppSvjo4TpeKoh,Held by Nails
5,13,[],5QdrYjoiQpgIIUhACSCGv2,John Corigliano Jr.
22,797,[],0I6JNZ4skNbfm0fpycI7zT,The O'Pears
18,1777,['brazilian soul'],72ULmvhT4vtIbZibYSaB28,Saravah Soul
14,68,['montreal indie'],4A0E2d4zr2TJkNQI3FPKcS,Bud Rice
39,14708,"['anthem worship', 'christian uplift']",0ZLHgeKZXpxW42i2T2s931,Ghost Ship
3,0,[],0wgvgyHeqPbAPoEFNzQi3v,Neil Thomson
15,122,[],3q3lXlWQztweePxKwV6mHY,Friend Of All The World
37,587,[],7vdNkYg52hwaThO9MOX5vv,Matthew Pinder
61,80653,['pittsburgh indie'],1vVHevk2PD45epYnDi9CCc,Jack Stauber
15,125,[],0sWAAdPgp4whzXVPwLNtfQ,Lovechurchworship
23,1208,['violin'],28Bdn1xwlsfZKoLvMsgakl,Leila Josefowicz
22,352,[],0a9kC6aLWS4HKK2X3yzDGK,Children of Indigo
31,596,['instrumental funk'],74IYxnwsZ1xNeGIDDujtWr,Chris Hazelton's Boogaloo 7
37,36126,"['mariachi', 'ranchera']",4N2EXKLGtaWgJHcTd6S2mO,Flor Silvestre
8,5,[],6nITulyQB3GqwqJvNgtZfh,Christian Frohlich
15,4717,[],1AJbMS0MpfiNzTu0Kf4fOF,Sergio Pi
36,4078,['nz singer-songwriter'],2xcDcnoSHONk8fwbIdUh12,Bruno Merz
27,737,['deep smooth jazz'],6z9nWRXEPunshulSa2lwck,Patrick Bradley
38,28749,"['mariachi', 'ranchera']",0CZHGs5YoJggljCPh3a7bK,Mercedes Castro
20,756,['violin'],4PiDziGZpJVTWLCkUOuxda,Pierre Amoyal
45,83409,"['axe', 'brazilian soul', 'mpb', 'pagode', 'samba']",5Rxz1EE4Jj08mu40vlrqHv,Sandra De Sá
14,60,[],2NuJl7hBWnCnV2m923sWeE,Vince Barrese
40,9619,"['contemporary jazz', 'indie jazz', 'neo r&b']",3C1TdpEowpf6AMf7PycuWy,Nate Smith
43,54789,"['mariachi', 'ranchera']",20DKdVZd4yxzm472iHRXzQ,Beatriz Adriana
21,858,['roots americana'],10lIZ71HHe37pavEUHuS6v,Kristina Murray
17,392,['brazilian soul'],4UiOaXE4zG0nZzV8WDRka8,Big Pacha
20,223,['christian indie'],2zGDS9TDYlgnNPFg35BQ3P,Daniel Dorman
27,1631,['instrumental funk'],0WPM7cWlRjCwho6G09x2S2,John Tropea
68,285803,"['indie pop rap', 'pop rap']",5ghnxpW47ojtLHHyTLdxdY,Witt Lowry
38,6015,"['deep new americana', 'new americana']",13MdjUqnWNyfY4qKYQ9OPl,Quiet Life
13,44,['brazilian soul'],42PZnQ53NHPK4Q0D2YkkFX,Nanda Fellyx
20,1791,"['mexican metal', 'mexican rock']",3bALXBt9hpykMePEaZ7Jpj,Terror Cósmico
23,139,"['instrumental funk', 'traditional funk']",4QzD5PsnM0mBTIwJ9ynhTG,Vern Blair Debate
30,17097,[],10rz5JoVSxAX3I69C8NeXo,Yön Polte
8,29,[],585io4lwuWHLk0MEZCROqc,JUST LIKE US.
13,3,[],1r8YST2Oj45GLosM5Nv0uq,Banda MP9
30,6593,['instrumental funk'],0n6R1WkjWzYq9NblwRLaBQ,Rock Candy Funk Party
17,704,['bossa nova jazz'],3KPIgglSGTB02qXJecKzNV,Som Tres
18,1156,['deep comedy'],5P2wOU9S4zCe8NvEqch0BA,Dan Levy
25,2442,"['orgcore', 'power-pop punk']",0JfbiVTifTIobpv5JDIfg2,The Murderburgers
14,272,['brazilian soul'],5qqumt0ysXgIQ88NFHt2r7,Mario Broder
24,866,['instrumental funk'],596zIbd1W04tLPLkFT3q41,Funkallisto
25,2462,['strut'],6ld2g4P1SllfqU1ukMMwXt,Jiggly Caliente
38,11425,['comedy'],6bw2w1Dfi7Dzv5tX42PmDc,D.L. Hughley
24,4687,"['modern ska punk', 'ska', 'ska punk']",1Fjm05W0fV3rvWRW3SFZY9,King Prawn
8,196,[],2lEC3W3JvXzyXiv5dKn6QL,NU (Naked Universe)
29,6912,"['bboy', 'instrumental funk']",104foQZN65b6NnTR40dwOO,The Sound Stylistics
0,1,[],3d78WlIY3khm4DCRfCbAAm,Jiggly
3,29,[],638MiwpXJiOCUwa6Js9MWA,"Kishore Kumar, Amitabh Bachchan"
10,629,['australian hardcore'],50hzRb3zqMgJXpExn5LdD6,Born Free
17,298,[],7beDZA0F6QBcQWrz1AvwP4,Grecco Buratto
37,10784,['destroy techno'],42TogPbYEXl164PrqTEVBW,Louisahhh
22,379,[],2GYVrVNRHhVWpOZoqhlrxB,Ana Matronic
0,92,[],1JXI9qu7acOF3CRWMq0cd3,Blyolk
2,6,[],2AtZnpSHwHPbU3X5yi2Bcf,The Very Very Boom!
19,1298,['brazilian soul'],4Eev3uY6rsEe2XheMKXWZX,Tony Bizarro
49,104684,"['dance pop', 'strut']",3tdsh4B7GuigHI4vPtUs87,Adore Delano
42,10,[],75vXJutobaM7E47DTw3JO3,Pete MacKay
38,7033,"['alternative emo', 'anthem emo']",14LOHiPLjJKiOzjFilTkWh,Better Off
48,76817,"['australian alternative rock', 'dance rock', 'kiwi rock', 'zolo']",0Upmz8QvuLAkKAfRlJYWTL,Split Enz
34,3096,['vapor soul'],7boRCR8WDzP08XvsiY3ZY8,San Scout
8,40,[],0Yhl8K3JQWGTtu1ChnrG2B,IMMA / MESS
29,246,[],7uxS8IKq7xAVrLcpGPrdR7,Ana del Castillo
42,31230,"['atlanta indie', 'garage pop', 'garage rock', 'indie punk', 'preverb']",7INFKsainUv68DHVbuLh4J,The Coathangers
37,82,[],2q125u4SujtYj8A0Zs3R7Z,Lucia
38,59,[],1QQDgJqgSf4OCy7zM2tgyf,WNNR
46,43059,['strut'],33hAj1SghVYxDAxZxNDcyc,Trixie Mattel
39,268,[],58HQ31tulzijCh06bRR0QO,Saul Lallemand
27,1258,[],0BDyvIsHjwEhS0nZs72qnj,Cokie the Clown
36,3382,[],478LE0Vmglapdba9xQQt0J,Charming Liars
37,195,[],2nkkdrHs13Onop9WadmkUK,DJ Mitch Ferrino
31,3602,['strut'],4d5CbyJTqjfFvn9ZgU5bEa,Bebe Zahara Benet
45,15030,['vallenato'],6Rx5xY11vfnmOp312VzXMc,Diego Daza
41,10373,"['alternative emo', 'anthem emo']",2EIhbnEc2cvYIAsXXbo9tg,Rarity
44,14890,"['funk', 'instrumental funk']",0ZPqGxW2iwZz7vGJWzuTUi,The Olympians
36,377,[],1VxHyjgyszoJLAlHTZZjwG,Courtney
34,275,[],0L90B3jENaiw8unXl6y5eC,Chloé Gisele
45,36,[],7LVgdS3biF4E0taTah5GEW,Carlos Rueda
28,466,[],6S2506vOFCTq78lKeGAQyk,Dangerface
26,1583,['instrumental funk'],2OayjBrvpxhiDrV2KzKehh,Liquid Soul
54,15017,[],2NbYIb2nZ2Z8YORBCbugPq,Alex Christensen
39,9181,[],34tB6r0jRHdedlIlVrECP1,Los Gigantes
54,35127,['atl trap'],73E6GkhXR5Zzj2zbdIWnfm,Lil Donald
25,1518,['instrumental funk'],477IJP2IAlgmpJL0Bc8gXh,Soul Jazz Express
20,133,[],42Glv0vjfSSNGFiLOk1K4h,Filthy Fidgets
29,1239,[],7jBVVnSTb10YfTjrw1SjbL,Alex Frankel
10,4,[],6rsrsEBOHWzlqNTRw5jkMp,Vallenato Negro
61,98296,"['atl trap', 'deep southern trap', 'trap music']",3Rx4PJ7SP6unkOk5elPUK7,Money Man
24,179,['instrumental funk'],5fm9cOIq4ANL0KBpuu6jKS,Gary McKay
43,19757,['bmore'],1LcLsIWOl1Z8vo1wl6bxg2,Spank Rock
25,189,[],3PGohJ9a6xpkq24cA0sVUw,Rotjoch
30,15617,[],0w8jfjckFjwtKLRkX9NT2K,Elder Dayán Díaz
39,74,[],3bjxtDdZiByIKfHFEK96zB,Sonia Gadhia
47,19888,"['escape room', 'strut']",0fWt4FY87imqsBJpt2QVL0,Aja
20,445,[],2PPQKCcQ2HDYrP41OSlh91,Vicky Vox
0,6,[],7JHiwwWwXLc9sIQpn7Ldsh,Neha Sharma
15,4,[],2BrnvSPr9r3Dd4WldbATJE,Tavo Castro
50,8086,"['alternative r&b', 'bedroom pop', 'indie r&b']",7ebBg3BuRFa2satTcY8whC,Billy Lemos
38,36,[],2sIY8jk1jkuxNsy1A9s7Pk,DJ Accident Report
24,5390,['strut'],4rPzjuxvcad2GgpIRt2civ,Amanda Lepore
0,0,[],6eHOrHiUXhQD5I81recRj0,Shiney Ahuja
19,4339,['vallenato'],1CCFWuHLfkFUEWhNQcEcZZ,Andrés Ariza Villazón
41,2467,['san diego indie'],0PlXYPmSA81NdpOCHwkQB7,Postcard Boy
36,34335,['strut'],7yPRmfUuRcpGwOsHVqQgae,Sharon Needles
0,0,[],1sJQSEWn0wfjJ7DMxvi2nY,Arjan Bajwa
28,317,[],1ujhJYIPWDnm9I8KXDAaYR,"KK, Pritam, Yo Yo Honey Singh & Shefali Alvares"
14,12,[],47iYOlgdg2yjHOWqERIOkK,Kbto y Coco Zuleta
40,1460,[],6FmiNnTXQJTmOMAx4kB38R,Grady
18,202,[],4Gt5z8y4pfzjlGjDOXZuKP,Wayne Numan
21,242,[],6PWoVxuRjtmGk5rDa45ZyF,"Atif Aslam, Pritam & Sunidhi Chauhan"
17,727,[],6ZLCXSrNYkzP9n88PrdRT0,Melanina MC's
22,765,['vallenato'],6jGkJmr4vmIFRPIRy7zsF1,Dubán Bayona
22,549,[],5aJ13KCPmqPRaCLs2yBTax,Cary Pierce
44,7422,['strut'],27x5boWqlA0tWUHq9F1UPb,Lucian Piane
38,39596,"['brazilian hip hop', 'pernambuco alternative']",3BsGMZHoIcDTLtElPgYf0t,Lívia Cruz
26,5973,[],0CZUWwdL2ORR99b91hqjdq,Gabz
34,463,[],6z3jjAAUEnLbp5M83p0bVV,Mike Watson
7,27,[],6BnbJPcJLpYhDIXCQksUsX,Tzad Gimel
26,779,['strut'],6GOYEiaeV48s1Sj5248mMP,Ryan Skyy
23,8442,['brazilian hip hop'],5U0Jo3mNyn5TQFgfAyL43Z,Lurdez Da Luz
33,3397,[],4srgOEtw5jIJSk3heqED4F,Lellêzinha
28,563,['swedish soul'],41aKsE7kMCr2RZAAtxiyHc,Fre
3,17,[],63rsUDbHOGdpVnWrlBroom,נעמי ייבין
41,567,[],2ZXstyqYeTwvLFsGm1khUv,Brent Smith
26,564,[],2yS2oUDkJ9M5xdCZLjnzL8,Jorge Du Peixe
2,20,[],552ZwELQyZPtQtikl5e1tn,Jean Root
11,85,[],1sZ6uh6BIuEa5UFaSF2EhE,Tonic Clonic
54,91154,['melodic power metal'],2qcGTB5s2t9o2w9SrI719s,Pentakill
22,78,[],2DSGVqA0JXE2L2JqVPTuF7,William Wolfram
24,22691,"['baile pop', 'r&b brasileiro']",3mkeZhsYgHmDg1l80UBOSJ,Rimas e Melodias
41,1037,['uk hip hop'],5yECsdgmXEkHpn5B00ZNfY,J Styles
5,4,[],3EiNBmneneA9JtCbo6rM0e,Noam Berman
0,0,[],2SWoOidm9lBqYlv3eg4Fop,Sarah Thompson
33,4136,"['classical performance', 'violin']",1Ru2MsKaiEbw3TPXeEelQq,Viktoria Mullova
32,6,[],4Bwo0At2lHqstlaKFAaEjD,Easemoreland
49,1114,[],2jmAsMZ9hdMfeyCLiBeCzI,Chimamanda Ngozi Adichie
6,43,[],4tEGYUiOixxAfOBOvyYGRj,D Fine Us
9,7,[],3Ayfc1vJQ22EkJMON5FJZf,Nana Patekar
35,712,['violin'],34bsUBJpRrFZQRZ15hYqMV,Nikolaj Znaider
32,102,['relaxative'],4wmnQWqRmorsoQL22AY6Vi,Mark Buddah
47,1364,"['acid house', 'chicago house', 'chicago rap', 'hip house']",7GXl7JNlpliaLZhSVRLQKu,Mr. Lee
24,985,[],2vvXRbrZJDYRR4Vq3i9Bhs,ForesTT
18,753,['violin'],05jJGafjOt4l63sy3c1m8h,Benjamin Schmid
52,18921,['shamanic'],0okmfBroVgFuvvljnUbqPW,East Forest
30,9247,['israeli indie'],3gzgB8WFPLlgpn03piQ5pB,TATRAN
54,1792,[],57QbHEhk2tDJzNRKMfZtYv,Rapbox
20,26,[],5bq4HAtBsXZyUKkZsVjPHA,Richard Ellsasser
18,2390,['c86'],0E8kGv3nbsjzYQ9AWEEdeO,Birdie
20,1062,['canadian folk'],3ro4f3VnPO6PiAah0POgwD,Jadea Kelly
2,22,[],0KX2LIb7PPmGTRD2g81L0k,Jozzef
30,4729,['violin'],5AU4WeTDl2uf1jFw2w9FQT,Vadim Repin
37,3292,['violin'],74s1TEUNSvw1oDuHbx8bNT,Vilde Frang
15,80,[],6Vb4EKTyuWa2cwRLSrrcxM,Pam Donkin
18,267,[],115Ie6XpUrVOiqKJrh2d4A,Alanna Matty
35,176,[],1MWQPj2RxlDqpxjNH90skK,Schmidt
